"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"surA",6439.599404216,-0.0218628222577135,0.120767405311973,-0.181032474790995,0.856342085934773,0.880630945248466
"lptD",7371.85785753539,0.228520553580566,0.139131526878845,1.64247858632042,0.10049086038367,0.136472432620603
"djlA",1401.06083749889,0.171504745228592,0.119003798313211,1.44117034632123,0.149536563700918,0.195190905389806
"yabP",330.121685959001,-0.376718315395426,0.154906531585304,-2.43190723812684,0.0150195533587099,0.0237443369362738
"yabQ",156.524443649169,-1.28958808418303,0.238459349984768,-5.40799966227116,6.37325448380805e-08,1.86230145600563e-07
"rluA",754.915615746359,1.30199310437474,0.183711714813559,7.08715340062049,1.36898612454939e-12,5.57611421462801e-12
"rapA",7702.74041465274,2.97741278389382,0.145351060663981,20.4842865975152,2.97307375861655e-93,1.10706820836053e-91
"polB",1141.60486027168,-0.250106777664245,0.145100166736919,-1.72368359932841,0.0847649773544401,0.116493713266913
"araD",23.4403201411693,-0.0833062580297709,0.40463035817129,-0.205882372262601,0.836882795371252,0.864094608707434
"araA",87.2562897307761,-0.679390686299029,0.233423047925209,-2.91055528722559,0.00360787129601858,0.00630805162194111
"araB",27.270706214058,-1.10294563062619,0.365581399595634,-3.01696320394348,0.00255320802373427,0.00455953642864536
"araC",108.995059944207,-1.70657259289365,0.234451414938372,-7.27900317147686,3.36295778682789e-13,1.43224577768226e-12
"yabI",364.505365501513,0.280740055200754,0.191495278789826,1.46604165374165,0.142636939428618,0.186981963175812
"thiQ",155.887104466797,1.0044671378575,0.193631858235114,5.18750967435247,2.13124856971907e-07,5.92598933790201e-07
"thiP",333.307600117589,2.94614366210281,0.191538612628023,15.3814608014539,2.17973752538185e-53,3.87501080721915e-52
"thiB",224.117240134371,3.23051249463588,0.205848344937717,15.6936529929999,1.67153177508658e-55,3.16557100085985e-54
"sgrR",545.414776112355,0.837143670528534,0.137282373196452,6.09796910584124,1.07424500925668e-09,3.62533021801198e-09
"sgrS",329.106019985096,-2.58165082813316,0.369170592504575,-6.99311072048938,2.68857159491179e-12,1.07367522170716e-11
"sgrT",357.176046498602,-2.4883380865889,0.360389917502307,-6.90457186991911,5.03550591809305e-12,1.98077609668885e-11
"setA",196.066289947543,-1.04206893352108,0.218360128105312,-4.77224913981781,1.8217994983895e-06,4.64811899797431e-06
"leuD",2728.77697144482,-5.06430693944667,0.28578437336404,-17.7207272736204,2.90137020962869e-70,7.30111928094232e-69
"leuC",5525.15134158277,-5.78602674374004,0.277409151214132,-20.8573751745983,1.30647771362084e-96,5.10638204238612e-95
"leuB",6040.96303438084,-5.92894305081469,0.239954019628348,-24.7086631847123,8.63127984382113e-135,5.00705086518929e-133
"leuA",11179.9357896808,-6.6149398629648,0.165849740361174,-39.8851384907769,0,0
"leuL",355.96532183806,-5.73008432249395,0.296008712906329,-19.3578231743037,1.75131101398145e-83,5.39188547377195e-82
"leuO",351.71865028679,-2.58080599761716,0.178799159532792,-14.4341058669453,3.15713372690493e-47,5.01411065388273e-46
"ilvI",718.820618382619,-3.49587011217449,0.182411205955317,-19.1647771520727,7.28681238329752e-82,2.17068232672176e-80
"ilvH",428.757425853184,-3.59089473100871,0.217240519027949,-16.5295808860903,2.24700578432707e-61,4.87529483363248e-60
"cra",772.825419655365,1.56451767629846,0.173874966930423,8.99794665050615,2.29978520990873e-19,1.37314369358689e-18
"mraZ",1312.26249519059,0.842511848410579,0.205541513034149,4.09898631168781,4.1496357373212e-05,9.1621164055998e-05
"rsmH",1984.22930980506,0.829335863567619,0.227190306241135,3.65040162711598,0.000261830576096052,0.000531081451919523
"ftsL",802.587285962688,0.520854123597603,0.277691268680243,1.87565898658974,0.0607021210561555,0.0855136475307957
"ftsI",2014.05662870459,0.357819105426973,0.234404046156528,1.52650566956524,0.12688397956604,0.16821207875594
"murE",2017.58065511718,0.00545901104207133,0.231264316726028,0.0236050728419916,0.981167625737127,0.983666506355705
"murF",2896.92495493866,-0.0448998080519559,0.227690423728896,-0.197196734568937,0.843673585882164,0.869712894088403
"mraY",1486.79842285417,-0.229604940921918,0.20386332642809,-1.12626898101218,0.260051683190502,0.315879397413017
"murD",1710.69821872537,-0.24846091934693,0.239058053783243,-1.03933297964608,0.298649901811266,0.356400954716736
"ftsW",1328.20796379221,-0.417738962162304,0.220065545260211,-1.89824791367662,0.0576634317953529,0.0815037631762477
"murG",1593.63017594063,0.0675388167068495,0.23705977557987,0.284902052833061,0.775719183202119,0.810424344763389
"murC",3714.32438888656,0.147337159662287,0.266089670555346,0.55371243594231,0.579775663043932,0.632326079365745
"ddlB",2065.80026654418,-0.307623546445241,0.25158514136529,-1.22274131443472,0.221427417211191,0.275273290379173
"ftsQ",1586.96285004205,-0.675951568342522,0.24240705985764,-2.78849786280768,0.00529530968202781,0.00904882221942799
"ftsA",2751.0051786177,-0.489840657136796,0.196730656713654,-2.48990505760254,0.0127777223781705,0.0204465818891108
"ftsZ",9282.86666249813,-0.276377426148817,0.198210705174351,-1.39436175208452,0.163208391915928,0.210938425855694
"lpxC",34093.9966786469,-0.44361278737615,0.17591899060548,-2.52168788514145,0.0116793285375926,0.0188642378577588
"secM",3761.17000677179,0.145675240431522,0.137249066264321,1.06139330777648,0.288511196970281,0.345724115351864
"secA",11873.4430743627,0.351216998992191,0.148416502169379,2.36642821962862,0.0179606567386999,0.0280638444250001
"mutT",246.609405352092,0.140248163790739,0.158860461234786,0.88283870448708,0.377323425237449,0.439532740749013
"yacG",271.456672822454,-0.278131319286452,0.174365429210932,-1.59510586786095,0.110688563535934,0.148890572039671
"zapD",1445.26129160587,0.236860142069652,0.116462827292686,2.03378320426991,0.0419734586927088,0.0612750132314998
"coaE",633.36420006821,-0.766183241825224,0.143463723142732,-5.34060614795943,9.26363169696896e-08,2.66868135295326e-07
"yacM",12.1917919422822,-1.09592887366897,0.520351206746346,-2.10613304910274,0.0351927967647608,0.0519827132057348
"guaC",1186.16163229005,0.691275461793679,0.183198642054203,3.77336564312061,0.000161059972500904,0.000336212692595638
"hofC",155.521148447608,0.236847953379925,0.19690746567128,1.20283886937696,0.229038680076286,0.283265746386986
"hofB",319.2784033021,-0.555801371474676,0.177230521223576,-3.13603643231141,0.00171247928741157,0.00312292301552785
"ppdD",43.2566298387549,0.404165001768599,0.303606929865324,1.33121138555,0.183119466129016,0.233388385253702
"nadC",878.17183924772,-0.966982702867053,0.173600570559162,-5.57015855277681,2.54507622255719e-08,7.71927081040875e-08
"ampD",603.056088807258,-0.629962015607052,0.166553425391632,-3.78234199702448,0.000155359708343502,0.000324805520743945
"ampE",791.674788440675,-0.661112534501118,0.132175409534836,-5.00178162358466,5.6802912312755e-07,1.51961577551259e-06
"aroP",1438.11496459615,-2.09225765026844,0.234321211817196,-8.92901514994169,4.29818014253361e-19,2.53069132110072e-18
"pdhR",1403.37930477043,0.579187536750169,0.149771616038163,3.86713819394583,0.000110120031360942,0.000233143101356186
"aceE",91062.1155663533,1.0549604106467,0.200423616802497,5.26365319355696,1.41220729686761e-07,3.98906940698996e-07
"aceF",23053.6723018076,0.0607762777916567,0.235026144041517,0.258593689819124,0.795948752480364,0.828115174594911
"lpd",9778.98794015668,0.121036853252421,0.215512677318136,0.561622892716184,0.574372979593093,0.627178420950572
"yacH",127.014915513089,-0.730098921729628,0.195629015816429,-3.73205845095456,0.000189921416121897,0.000392184618331568
"acnB",13195.6859043521,-0.339229739329561,0.198442881493428,-1.70945783883306,0.0873661750340451,0.119799699082514
"yacL",140.123060652836,0.202425468996925,0.260012719717659,0.778521409324644,0.436261690259082,0.497462895720629
"speD",2597.81785060117,-0.0314949259412731,0.210045544306283,-0.1499433184612,0.8808093348406,0.901753714342661
"speE",3533.09489928839,0.000537248380613827,0.217295160447881,0.00247243601517157,0.998027283485771,0.998208413664262
"yacC",1117.82522069824,-1.49922950140686,0.158051190661161,-9.48572101947018,2.40713132471236e-21,1.58491048154e-20
"cueO",659.846452112783,0.578239054102282,0.224788806182595,2.57236587498303,0.0101006084803803,0.0164736470362166
"gcd",3480.73754090745,0.726045552921374,0.130798445585197,5.55087294556919,2.84246621596566e-08,8.56938255808902e-08
"hpt",872.840919951717,-0.14613801288676,0.142431258343153,-1.02602486691984,0.304879862899352,0.363442120795659
"can",2410.15792882729,-1.08063325077147,0.140813146139045,-7.67423554122143,1.6640805788596e-14,7.66784955693584e-14
"yadG",989.534407214281,-0.183651880318976,0.161357808169548,-1.1381654374358,0.255051407837264,0.31021591449816
"yadH",1286.03363884411,-0.542555136184502,0.137973855214019,-3.9323039523895,8.41355891263847e-05,0.000179926748806948
"yadI",122.013672485568,-0.496717248580263,0.201745493289222,-2.46209836205942,0.013812677983992,0.021968735460254
"yadE",271.61940501836,0.0965525286316206,0.155271655427231,0.621829711069645,0.534053847552072,0.589695602857036
"panD",1817.75075280758,-0.500027535550287,0.13264668465352,-3.7696195487764,0.000163496581326666,0.000340525192627082
"rpnC",110.975560554994,-1.42027897681414,0.223548905349154,-6.35332557140398,2.10709092358169e-10,7.48689753698174e-10
"panC",2542.58724909993,-0.650639545333052,0.113516645913257,-5.73166640098082,9.9448719372167e-09,3.10516652951848e-08
"panB",3461.49075906759,-0.341232421325248,0.113802915895772,-2.99845059890883,0.00271356144665539,0.00482556861326811
"yadC",42.4099442641457,0.0980104412391985,0.312543699743679,0.313589559858599,0.753832789879535,0.790556137968814
"yadK",13.9543812869812,-0.242054834073481,0.475676636948307,-0.508864247835207,0.61084738163229,0.659298848448012
"yadL",9.44442786929175,0.817017701941654,0.602366053410332,1.35634751878207,0.174988622934606,0.224234990197346
"yadM",14.2673086556324,0.655717477352009,0.483458285469096,1.35630621515933,0.175001758816691,0.224234990197346
"htrE",30.3311521386413,-1.09858457148219,0.335718907672103,-3.27233452265125,0.0010666329069132,0.00200484786834879
"yadV",8.82854111040182,-0.739135463955057,0.634380604005852,-1.16512935497668,0.243966636072076,0.298645075831455
"yadN",15.2221768591176,1.44997051382084,0.523295012607252,2.77084718731894,0.00559106592819892,0.00950998899083464
"folK",315.057736544314,0.856407664513266,0.198697344418524,4.31011127511288,1.63172419217156e-05,3.78151052273233e-05
"pcnB",5127.66010489828,1.77693713351599,0.139568895538684,12.731612775595,3.94603063928552e-37,4.72751627241359e-36
"gluQ",323.202450422495,1.69926570530259,0.172325594142625,9.86078541470859,6.15658980109098e-23,4.43515900572711e-22
"dksA",3718.31813953557,-0.240362953556937,0.124977249198635,-1.92325367295379,0.0544481995805592,0.0774358781647643
"sfsA",1187.14475494581,-0.415941346280479,0.151024455082301,-2.75413240891226,0.00588479547636323,0.00996959971418315
"thpR",83.6298761620515,-0.169854809939464,0.237168551778678,-0.716177624164816,0.473881677698883,0.533625240253074
"hrpB",1101.33661987172,0.087731265245083,0.130825859939345,0.670595746787052,0.502478092743986,0.560671546692064
"mrcB",2233.86609620128,0.200291007432221,0.118433716624596,1.6911654311001,0.0908052113104305,0.124329818517213
"fhuA",9406.32969236581,-3.49183505735547,0.131828236850479,-26.4877627189686,1.34100982534388e-154,9.85374019662681e-153
"fhuC",992.579722075302,-3.05078474018871,0.135283495586043,-22.5510490172716,1.3113993679821e-112,6.17702727944391e-111
"fhuD",359.548087137349,-2.62103024906392,0.192090124519118,-13.6447943673599,2.16824254610568e-42,2.97984655151831e-41
"fhuB",1052.18652603044,-1.86295746612348,0.15083330935867,-12.3511011861014,4.80491950733104e-35,5.38209581400434e-34
"hemL",4083.66566613526,0.779679881898462,0.117534285694285,6.63363781293967,3.27512898466423e-11,1.22617091266879e-10
"clcA",890.588674471298,0.617315272791909,0.128069525194633,4.82015742506852,1.43444981970619e-06,3.69922927299992e-06
"yadW",26.7645716626171,1.06825172419291,0.367411629111766,2.90750656634211,0.00364322695521972,0.00636784768481315
"erpA",1526.24187645939,-0.755449468771259,0.159606672695144,-4.73319477196421,2.21013219196267e-06,5.60001770570402e-06
"yadS",214.457388270621,-0.376018749637938,0.172991359367585,-2.17362734770438,0.0297331328773602,0.044782534924059
"btuF",532.683579415749,0.271859603470334,0.228709197667579,1.18866930688757,0.234569823164077,0.28887470289547
"mtn",2851.23255708199,-0.960335741883586,0.116635831677487,-8.23362536256469,1.8163111508578e-16,9.23403205938868e-16
"dgt",611.433867957508,0.231547995230243,0.172325545638581,1.34366610807587,0.179056381626736,0.228845018354578
"degP",1458.43622290579,1.41333708000998,0.359128949800423,3.93545850535138,8.30380110969344e-05,0.000177855607911079
"cdaR",200.544146835681,0.099132170170687,0.299719325839001,0.330750010507955,0.740833323342622,0.778256280011664
"yaeH",1208.33104763995,-1.72801058883362,0.157133299743062,-10.9970998614501,3.94619768039161e-28,3.48517554753817e-27
"yaeI",129.01911401207,-0.878748613566932,0.196450698594426,-4.47312541952888,7.7084533542549e-06,1.84460644530173e-05
"dapD",3492.07739668479,-1.0274228637618,0.132126131128241,-7.77607620073727,7.48086555348832e-15,3.51167377046628e-14
"glnD",3055.95374927871,-1.45157067323163,0.152726678672338,-9.50436875764087,2.01264945771227e-21,1.33957864268748e-20
"map",3908.94208152196,-0.382533273469535,0.120690328311216,-3.16954373082095,0.00152678481109612,0.00280657474781544
"tff",2197.80531784085,-0.0549366199076424,0.183187593880352,-0.29989268783957,0.764259012040436,0.800386895425877
"rpsB",38918.4550696347,-0.0862333505306082,0.193227823368559,-0.446278124067714,0.655396356243685,0.700429285633903
"tsf",21041.2147909022,0.409135605193896,0.181771059507681,2.25082918206024,0.0243963584861279,0.0371917929784373
"pyrH",4350.633076454,0.375025149794138,0.124887354827976,3.00290730243034,0.00267413870536352,0.00476314751301176
"frr",9007.48846450654,-0.0755741035604066,0.120861538269836,-0.625294900613289,0.5317775261942,0.587888855939064
"dxr",2568.14906117233,1.02103224485279,0.136958577243212,7.45504418492631,8.98377181314935e-14,3.96076531698129e-13
"ispU",1982.11698583894,0.448621631170457,0.206647966592502,2.17094626464491,0.0299352345489693,0.0450131180352988
"cdsA",1212.47143835311,0.433770937677646,0.165229607533995,2.62526156269179,0.00865824266832859,0.0142562220929665
"rseP",2313.3329081947,0.180014131956948,0.139866880748638,1.28703901161892,0.198080691011636,0.249913619085422
"bamA",9357.32555763835,-0.0978484243014397,0.107914354296932,-0.906722974333926,0.36455331107464,0.426188650261422
"skp",10225.3715718948,-1.22406474256174,0.138753208337913,-8.8218842448725,1.12549567451663e-18,6.49487608613731e-18
"lpxD",9674.55492411845,-0.379976881120092,0.107063033716588,-3.54909503242687,0.000386557545786743,0.000765750767372661
"fabZ",4459.98515614674,-0.180916867807564,0.116086681031028,-1.55846360840662,0.119123388243862,0.159187437587761
"lpxA",6720.12707686895,-0.298018142699395,0.112857149888693,-2.64066692268342,0.00827430211278383,0.0136812718102465
"lpxB",2151.69090890305,0.180306598741833,0.135514001428197,1.33053851883615,0.183340903955049,0.233616583051162
"rnhB",768.262026926009,0.814937951698056,0.14636130091813,5.5679878942447,2.57697723004495e-08,7.80743348805813e-08
"dnaE",4916.54378037747,0.199727765299461,0.135830091975251,1.47042354455486,0.141447078524357,0.185554594084202
"accA",2478.2155735669,0.615196380635918,0.142902710394739,4.30500148623189,1.6698461452607e-05,3.86335940660442e-05
"ldcC",1157.70634283252,0.697773845129957,0.132908500817327,5.25003171985962,1.52073021606391e-07,4.28025751824729e-07
"yaeR",405.580473953649,0.521865377587758,0.169439887475133,3.0799440755315,0.002070394666793,0.00373973943254546
"tilS",673.407779723719,0.910591111527383,0.140890300170339,6.4631213818585,1.02564953974744e-10,3.71132935886286e-10
"rof",983.843084535851,-0.787060165650129,0.169171362320573,-4.6524432673107,3.28025002547223e-06,8.19467719418742e-06
"yaeP",299.410337147215,-0.815083042013214,0.194021666489947,-4.20098980056666,2.65750564880114e-05,5.98508934636006e-05
"yaeQ",393.902192975071,0.80465301463256,0.16766346240821,4.79921506495834,1.59288675807997e-06,4.082976243618e-06
"arfB",259.834708594845,0.850367410300493,0.170357603129783,4.99166103935297,5.98622417581634e-07,1.59758263597694e-06
"nlpE",249.286278772093,0.360856751591213,0.173675162079254,2.07776833066401,0.037730702031147,0.0554934344525357
"yaeF",124.775366771197,0.11531190986353,0.205917226586128,0.559991564451746,0.575485191528058,0.628143967223436
"proS",7352.99118654012,0.869888222015883,0.127530953355843,6.82099677863053,9.04109695840642e-12,3.51626572602525e-11
"trmO",728.784099064813,1.18368272189876,0.221141405331329,5.35260558792818,8.6696682904985e-08,2.50707688612101e-07
"rcsF",1406.46815031234,0.590860332898632,0.172107826790541,3.43308229449508,0.000596760937652406,0.00116005274335182
"metQ",3759.90306437643,-1.63570744513824,0.18284919472497,-8.94566392593945,3.69720481236208e-19,2.17917601293341e-18
"metI",830.880937159859,-1.08945699061459,0.193370448297781,-5.63404077616286,1.76035369679801e-08,5.39261213065804e-08
"metN",910.574054154714,-0.837434252812373,0.230504582718666,-3.63304817169067,0.000280092702227443,0.000565417905485509
"gmhB",1027.0457581415,-0.306428982793699,0.123371022964539,-2.48380029143291,0.0129988685004708,0.0207702998857913
"rrsH",3942.23630727502,-0.224914102685695,0.617376098629018,-0.364306462762573,0.715629174405608,0.75508948499891
"ileV",153.346175205354,-0.299973156271473,0.213234512378153,-1.40677582125869,0.159493874385652,0.206816645115136
"alaV",122.435839076588,0.061739058842118,0.252440131969533,0.24456911173525,0.806790083084364,0.837014335067381
"rrlH",11636.987685718,-0.374144551507596,0.367108805435239,-1.01916528824204,0.308124502928988,0.366833902709365
"rrfH",2.45187177791451,0.627241021314588,1.08316895109003,0.57907958004462,0.562535477713467,0.616328631745312
"aspU",373.521439638536,-0.0955040108350463,0.152984930188177,-0.624270709001028,0.532449816838596,0.588313455711227
"dkgB",272.130036443467,-1.87806772591928,0.176054248250834,-10.6675513063649,1.44381172938675e-26,1.20741220647199e-25
"yafC",157.789471604082,-0.448480727082265,0.180155051414047,-2.48941522073411,0.0127953431303607,0.0204688348306003
"yafD",1770.78339714911,-2.24081967857367,0.119820754730043,-18.7014318481155,4.81930700780774e-78,1.37612440000147e-76
"yafE",414.878265285521,-1.56202189021654,0.155115555116782,-10.0700531873837,7.49375490495802e-24,5.62644186392693e-23
"mltD",13775.9385745403,-0.202768076106394,0.150045575275641,-1.35137657830895,0.176574832634635,0.226092914184357
"gloB",710.052074116156,-0.613488165939217,0.183042291330432,-3.35161978950392,0.000803402730383065,0.00153627774015998
"yafS",590.168269355806,-0.221346731726683,0.144179868989538,-1.5352124625855,0.124731648053684,0.165662266576966
"rnhA",550.632385471419,-0.343629763798907,0.172051302087321,-1.99725174776361,0.0457978421822053,0.0664538989642268
"dnaQ",904.803313223233,-0.0684961002850417,0.128650797832623,-0.532418775779037,0.594435983919516,0.644869430586703
"aspV",80.1779641952509,-0.742556879979238,0.243750766371064,-3.04637762184033,0.00231616743258795,0.00415507770865631
"yafT",110.527395026597,2.79893255451346,0.240728112347151,11.6269451341734,3.00665907888297e-31,2.92234535868149e-30
"ykfM",23.2702073561516,2.70080166425362,0.504450170208657,5.3539513390123,8.60540114085533e-08,2.49077550878433e-07
"yafV",340.844209811531,-0.921629457526936,0.15319074723788,-6.01622143728952,1.78535310162471e-09,5.93430696203484e-09
"ivy",903.960111620779,1.68190136371182,0.27052900174613,6.21708339163633,5.06480626552873e-10,1.74821304846277e-09
"fadE",297.147091776432,-1.49863353249936,0.182706231824533,-8.20242154596354,2.35592488200503e-16,1.19224077362073e-15
"lpcA",1481.46909146673,-0.735966602658614,0.13920364857252,-5.28697782138376,1.24353709970659e-07,3.53984140314205e-07
"yafJ",831.964877987387,-0.67650781894615,0.139691846696992,-4.84285829804782,1.27984563867615e-06,3.3144874599362e-06
"yafK",3932.65259996464,-0.928672942928352,0.22122775506497,-4.1978138893812,2.69503967002701e-05,6.06218923327301e-05
"yafQ",387.263247689951,-0.420331666891561,0.137538029546596,-3.05611232236796,0.00224227239505999,0.00403301670012259
"dinJ",440.874332733892,-1.25841065393404,0.156503817427233,-8.04076651049833,8.9278230183634e-16,4.40082581880149e-15
"yafL",26.7967829464901,-0.72850336603914,0.41356588782621,-1.76151705806373,0.0781509284362646,0.107888218089242
"rayT",40.0218844283361,0.203240340461686,0.361732434098404,0.561852688073852,0.574216390812563,0.627131694365445
"dinB",215.335872377906,-1.22372387422809,0.22573223894093,-5.42113027350213,5.92233799455114e-08,1.7369880089394e-07
"yafN",128.498823591931,-1.13834281550089,0.232282533309056,-4.90068193800137,9.55045664863105e-07,2.49561719253702e-06
"yafO",22.4837677824006,-0.94949535408417,0.45039516577211,-2.10813842208199,0.0350190178186874,0.0517537696966442
"yafP",35.2849146364259,0.867901604826006,0.312641303093665,2.77602989828247,0.00550271479614865,0.00937127974090704
"pepD",3884.2745666013,-0.177821536080613,0.116283809369999,-1.52920287909393,0.126214157087622,0.167444925303295
"gpt",680.028817094244,2.38699987682164,0.151284583676257,15.7782096418345,4.39477780147947e-56,8.43889214771895e-55
"frsA",1818.48135511028,0.0942248683693175,0.136823080834798,0.688662086794302,0.491035940106511,0.549238698178807
"insB9",61.9626310444795,-0.318033920232192,0.25063136852607,-1.26893102847623,0.204465664528018,0.256735082527662
"insA9",56.3036332323004,0.351029165837087,0.271754139410339,1.29171598489268,0.196455519673641,0.248317974523265
"phoE",85.2871025827585,-2.0510008277305,0.277762123277983,-7.38401911508239,1.53581382855466e-13,6.65398585626157e-13
"proB",2867.12859281244,0.0306046802317064,0.14320043736127,0.213719181279426,0.830766052425832,0.858977807677066
"proA",997.226360839725,0.096898745515851,0.151754095409818,0.638524747909913,0.523132149520534,0.579260855135154
"thrW",149.095217645435,0.147246978166358,0.204302447953513,0.720730366382408,0.471075425392316,0.531333743212659
"ykfI",204.605907488633,1.92079763060326,0.194124737646309,9.89465667226252,4.3911452276253e-23,3.17580070202664e-22
"yafW",57.1885357737672,2.34623522083379,0.302480324081711,7.75665401694025,8.71993950376956e-15,4.08288756204537e-14
